Cycle,Capacity_Ah,SoH,R0_True,Rct_True,Cdl_True
43,1.9698942559630557,0.9609240272990517,0.053533766038562955,0.07453892659271516,0.5085012542612761
44,1.9731159115468824,0.9624955666082354,0.05051569294821464,0.07814531214199755,0.5079996112834017
45,1.94363543100381,0.9481148443921025,0.051294543671522884,0.08412031390511508,0.4961835733606327
46,1.9347732273147145,0.9437918182022998,0.05122199341927786,0.08815872728407109,0.5039593445885281
47,1.95258577492591,0.9524808658175171,0.0523146669512398,0.08633868273361178,0.46339951301299653
48,1.9347231745932902,0.9437674022406295,0.05299644288826178,0.06832158012894989,0.47143441128197267
49,1.908152281231192,0.930805990844484,0.05411166713895048,0.08860270700832538,0.5072379478379366
50,1.958265895390032,0.9552516562878206,0.05507235410540058,0.09081381089312157,0.4829171385373925
51,1.923861303380398,0.938468928478243,0.05592930937550161,0.08452953481941378,0.48855900216094256
52,1.926599047871254,0.9398044135957337,0.05524144416860553,0.08276312998816208,0.5199412929313727
53,1.945672126402751,0.9491083543428055,0.05394980474950182,0.06379733426059056,0.5073112166190338
54,1.8981614805402336,0.9259324295318213,0.05229595277130666,0.0800887147357209,0.46918744840245724
55,1.9205913285388592,0.9368738187994435,0.05321178495338261,0.09450459375886451,0.48304029866240134
56,1.915005629574162,0.9341490875971523,0.05218748881961916,0.08114975288906241,0.47963322902562683
57,1.9286458185603126,0.9408028383221038,0.05217456791575404,0.10655438955607917,0.5216082402849019
58,1.9177197927324994,0.9354730696256095,0.05271618605400721,0.08974191664340331,0.5099621912516761
59,1.9082742077192416,0.930865467180118,0.05209070634448568,0.08128718029265158,0.5136540348789878
60,1.8857110105162767,0.919859029520135,0.05728172281601854,0.07530247296562001,0.48499719556026843
61,1.913379912841583,0.9333560550446747,0.05288858149755656,0.07539665930478369,0.4659957314784464
62,1.893936995555001,0.923871705148781,0.05492091218589689,0.06798518441192314,0.4854466363361635
63,1.8629646675401168,0.9087632524585937,0.05708783704067438,0.07866644055648908,0.4557467060766987
64,1.8555155937437855,0.9051295579237979,0.055284773852208015,0.07325106519145785,0.44997410025807527
65,1.8513699872579323,0.903107310857528,0.05606604439482554,0.06028865296319041,0.4467029740235795
66,1.8882881214213105,0.9211161567908832,0.05423674495172123,0.06746396465137935,0.5295368117888511
67,1.8718942443884308,0.9131191436041126,0.055956630642749354,0.08593073996752772,0.47917391669356335
68,1.8620529151835359,0.908318495211481,0.05540624741474379,0.09451454130004877,0.4954810666738344
69,1.8253184346745437,0.8903992364266068,0.05724842142246079,0.08731203418493376,0.48655050495317265
70,1.8760362982987155,0.9151396577066906,0.05912293520898048,0.07224178430516362,0.4681580249214037
71,1.8368186676784224,0.8960091061845964,0.05880786958441706,0.08083818108041896,0.4922861134098667
72,1.812891863545256,0.8843374944123201,0.056772786403025195,0.09887344711713723,0.4741611186503296
73,1.8816454355489711,0.9178758222190104,0.053036373143735716,0.07881553987623297,0.4779698802506698
74,1.8267507667069076,0.8910979349789794,0.05870438585264284,0.09283679636762329,0.49422831204309287
75,1.8129202817071017,0.8843513569302937,0.0537397216902743,0.10927767501298431,0.5093033962300504
76,1.8275646846866496,0.8914949681398291,0.05837192233631613,0.07571049561108935,0.4729033160455815
77,1.8271996053172388,0.8913168806425555,0.05425131334956809,0.09218092329975462,0.502625132844883
78,1.79537446703859,0.8757924229456537,0.05899223786730314,0.07578812321082312,0.456955778665763
79,1.8143371860160045,0.8850425297639047,0.05404197349056682,0.07239567761625,0.46585512790755323
80,1.7978783328568537,0.8770138209057824,0.059877129128998015,0.0876249428497637,0.460806744651512
81,1.80888334336943,0.8823821187167952,0.05406467828317457,0.09698938675780917,0.45983306269651913
82,1.8001841265079295,0.878138598296551,0.054759921232430155,0.09217522855413976,0.47292516593257194
83,1.790628629266325,0.8734773801299147,0.057615610256789906,0.10057555839096938,0.49785281417197474
84,1.7966404204208533,0.8764099611809041,0.055732587730780964,0.08340142107049547,0.4571520723632727
85,1.7902099087791634,0.8732731262337383,0.0562894604584212,0.09000440161708163,0.4767948587065715
86,1.776157125809435,0.866418110150944,0.061595137803036326,0.10337227716453318,0.4775133842859543
87,1.7612933399386235,0.8591674828968896,0.055612065863567116,0.10053428746474702,0.4800953023256179
88,1.766053404410677,0.861489465566184,0.059950584568809306,0.08987415297711877,0.44968766105628566
89,1.8004053702566285,0.8782465220764042,0.0588247171724758,0.07112218685238976,0.4699250196513585
90,1.7612094899868165,0.8591265804813739,0.057801955187674024,0.07597277125301853,0.4668768531473545
91,1.739566944465465,0.8485692412026659,0.06011851188222317,0.08403435625524451,0.4455427254718464
92,1.7302444538418134,0.8440216848008847,0.05973210645782069,0.08544616315692673,0.47497916893614317
93,1.778029854117463,0.8673316361548601,0.061460903647650326,0.07894321827343624,0.4730839579149624
94,1.7402176471525117,0.8488866571475667,0.059912565691155266,0.07831424412735806,0.4655771274396584
95,1.7312119515881896,0.8444936349210682,0.056836550151059685,0.12020012225033655,0.4483984901240013
96,1.7429625227308756,0.8502256208443296,0.06277390890861052,0.0992972871107128,0.5070884622708954
97,1.7470563099885603,0.8522225902383221,0.057749399962390244,0.06871993016673972,0.4812918742142963
98,1.7370954614844014,0.8473636397484886,0.059868652910841196,0.09617742649957141,0.4398023904387726
99,1.7318934884648711,0.8448260919340835,0.05998092133953847,0.0800530935070218,0.4513788163077366
100,1.707351150362695,0.8328542196891195,0.06118727114976167,0.0856819171782777,0.4676104665666535
101,1.7276483180147268,0.8427552770803546,0.058090707699790745,0.09143449081079057,0.4345619266140519
102,1.7310119397680337,0.8443960681795287,0.05876857449251566,0.10043526789497208,0.4631274995800209
103,1.6948126832809238,0.8267378942833775,0.059691022638845355,0.09830468660486584,0.47187816068935445
104,1.6867871671691843,0.8228230083752119,0.05636655099385862,0.07431180589331018,0.4717643898080017
105,1.7003571342412331,0.8294425045079187,0.062263118641455804,0.08646543954694884,0.45411135639255523
106,1.7099201593121967,0.8341073947864375,0.059186683401012845,0.08625486533230421,0.46164828745758696
107,1.698487380960908,0.8285304297370284,0.05803144772503435,0.0901474033586266,0.45437337789015486
108,1.6732032134393084,0.8161966894825896,0.06104189344014769,0.11015799891397622,0.4628014390222804
109,1.6636664990879404,0.8115446337014344,0.06328928914690693,0.09064008859902184,0.4317748227120853
110,1.6781800510729297,0.8186244151575267,0.0637934269473319,0.09716277359606236,0.4890493130508766
111,1.6656791035073883,0.8125263919548237,0.05843700048349863,0.08038161904532974,0.4373427644207405
112,1.6435715215014963,0.801742205610486,0.0636887724161964,0.12454151543478814,0.5065751132025977
113,1.6650008316164355,0.8121955276177735,0.06088064176819535,0.09737464958456522,0.46109426438989043
114,1.6394615807784658,0.7997373564773005,0.06299828977900658,0.09829411667654721,0.47499874173639345
115,1.6556657690768786,0.8076418385740872,0.06099914355648061,0.10621555598128266,0.4847747643696806
116,1.6299102951157018,0.7950781927393669,0.062275970498835855,0.09175092536282137,0.46134430952128097
117,1.6419198880103185,0.8009365307367408,0.06372886057036087,0.11841098330910903,0.4256900144570365
118,1.6125455943704214,0.7866076070099618,0.059164720632785384,0.1073652713998027,0.45851265757820636
119,1.643833704447646,0.8018700997305591,0.0611071121101299,0.10757651204862859,0.43421421254236375
120,1.6326813340664839,0.7964299190568215,0.06376267998321386,0.08136897497682626,0.4511331396510631
121,1.6106834085475343,0.7856992236817242,0.06303915003981199,0.10471807866214984,0.39572214041687825
122,1.570658771857532,0.7661750106622108,0.06476810960569249,0.09929502714537188,0.4551857473896362
123,1.6081814619778876,0.7844787619404331,0.0649321015220145,0.09485326370063427,0.4691268172814482
124,1.6206920134451346,0.7905814699732364,0.06319402607194595,0.10524248631560566,0.460850665108936
125,1.579474635959043,0.770475432175143,0.06269997203822386,0.10325713724868407,0.41589899610907166
126,1.5957134331125082,0.778396796640248,0.06445603249885305,0.07196898600748886,0.4617771805554661
127,1.5914282788672447,0.776306477496217,0.06269426005302446,0.12544178465902295,0.4857378649963016
128,1.576615504833062,0.7690807340649083,0.06463066881375329,0.09855530171526022,0.47134908920700336
129,1.5644454989208023,0.7631441458150255,0.06492035347020113,0.10783741402382624,0.44520969333495475
130,1.559671500081383,0.7608153658933576,0.06403220164970745,0.1193744960456374,0.4559520129916827
131,1.5642711978709152,0.7630591209126416,0.06420408261381501,0.11561835884349392,0.42849917031331175
132,1.5515668378055003,0.7568618721002441,0.06705983404650387,0.10569294726270465,0.4564177934779606
133,1.541031048363555,0.7517224626163683,0.06639948240372358,0.12491595999147383,0.4332037282648057
134,1.5311965246162076,0.7469251339591257,0.06547145439125865,0.11934941107462549,0.4847340586941558
135,1.4971737662561126,0.7303286664663965,0.0665565093841132,0.11793235882355392,0.4454225369143965
136,1.5098008445118727,0.7364882168350599,0.06303343529288803,0.1343746554635413,0.4359201963021871
137,1.5174090048175228,0.7401995145451331,0.06632532595618111,0.10820783182046177,0.4353903416187119
138,1.5270262572592301,0.7448908571996246,0.06347212454885107,0.1108633417137862,0.4359288435158165
139,1.5114060403058704,0.7372712391735954,0.06269718948437139,0.12242506849533781,0.46434909497127
140,1.5011867365304332,0.7322862129416748,0.06577617202106735,0.1102453924199909,0.43653423090664273
141,1.4730699534224068,0.71857070898654,0.07032312882015561,0.11448582099367081,0.40947385792995106
142,1.4751947213618901,0.7196071811521416,0.06699924975968295,0.12638828193408047,0.44677261720016126
143,1.4739388180982191,0.7189945454137655,0.06329499742018718,0.11667298669321066,0.45020623934455145
144,1.450227849682405,0.7074282193572708,0.07027050318366668,0.12694495206866,0.40612047628457093
145,1.4887024360423509,0.7261963102645614,0.06680282121771548,0.12247478938967443,0.456995539709232
146,1.4872069668557542,0.725466813100368,0.0641465173478645,0.10645352721588025,0.41727180297515293
147,1.448186296322549,0.7064323396695361,0.06968037559309086,0.12963252964996252,0.45615360165267554
148,1.4425302083289162,0.703673272355569,0.06739536729689495,0.12382994804093336,0.4367491874896333
149,1.43294172628414,0.6989959640410439,0.06952815908967683,0.11519486678459823,0.41863658939250675
150,1.4310467676157574,0.6980715939589062,0.06612747898154411,0.12175869416551482,0.4132868640457475
151,1.4377158266271566,0.7013247934766618,0.06483406965539089,0.12711007059616392,0.4102785264499446
152,1.43594223841129,0.7004596284933123,0.06766461062021766,0.11874236591497851,0.4643448614640131
153,1.4248741224768666,0.695060547549691,0.0651939971816762,0.12789908771603437,0.42267948263552013
154,1.425553341419965,0.6953918738633976,0.06793223792963926,0.1344734431834888,0.4118955245015153
155,1.431977274857989,0.6985254999307264,0.0681216647603582,0.12144562698714517,0.39791236128105334
156,1.3988292800673432,0.6823557463743138,0.06814448785500753,0.13361406468042966,0.4299697575591433
157,1.39036103902611,0.6782248970859074,0.06785963786444561,0.11793927380530743,0.44432720181149676
158,1.3905397045184251,0.6783120509845977,0.07188547671389274,0.13356729556520514,0.4392755356995929
159,1.3906190209672749,0.6783507419352561,0.06990319124725641,0.12977516183517832,0.4077051815491041
160,1.3845925162081767,0.6754109835161838,0.07246015863218161,0.14128132019386336,0.4481912561572907
